Name,College,PPRPPG,logPPRPPG,Position,DraftSpot,top20,Age,Birthdate,HT,WT,40,VERT,Bench,Broad,3Cone,Shuttle,SpeedScore,BMI,Season1,Season2,Season3,Season4,Season5,YPC1,YPC2,YPC3,YPC4,YPC5,BestYPC,CAR1,CAR2,CAR3,CAR4,CAR5,BestCAR,RCMS1,RCMS2,RCMS3,RCMS4,RCMS5,BestRCMS,RTDMS1,RTDMS2,RTDMS3,RTDMS4,RTDMS5,BestRTDMS,RY1,RY2,RY3,RY4,RY5,RYMS1,RYMS2,RYMS3,RYMS4,RYMS5,BestRYMS,Breakout Age,YPrec1,YPrec2,YPrec3,YPrec4,YPrec5,BestYPrec,RecYDMS1,RecYDMS2,RecYDMS3,RecYDMS4,RecYDMS5,BestRecYDMS,RecTDMS1,RecTDMS2,RecTDMS3,RecTDMS4,RecTDMS5,BestRecTDMS,DOM1,DOM2,DOM3,DOM4,DOM5,BestDOM,BKRY,BKRN,BPRY,BPRN,BKMS,"BPMS
Chris Thompson,Florida State,5.710526316,0.756676137,RB,154,0,22.86575342,1990.8,67,192,4.42,35,21,NA,NA,NA,100.6102312,30.06816663,0,2006,2006,2006,2006,5,6,2,7,0,7,23,133,29,91,0,133,0.054892601,0.271428571,0.066974596,0.180555556,0,0.271428571,0.074074074,0.222222222,0.05,0.125,0,0.222222222,120,846,83,687,0,0.061570036,0.346295538,0.055112882,0.236326109,0,0.346295538,19.86575342,5,8,5,11,0,11,0.002837684,0.055695293,0.00511432,0.071655591,0,0.071655591,0,0.043478261,0,0,0,0.043478261,0.033350436,0.20487106,0.033200531,0.160818713,0,0.20487106,150,6,4,0.098360656,0.023255814,,,,,,,,,
Andre Williams,Boston College,5.672727273,0.753791905,RB,113,0,22.01095842,1992.654795,71,230,4.56,38,NA,NA,NA,NA,106.3894248,32.5,0,2006,2006,2006,2006,4,4,4,6,0,6,95,124,130,355,0,355,0.210176991,0.290398126,0.386904762,0.689320388,0,0.689320388,0.2,0.333333333,0.571428571,0.75,0,0.75,461,517,584,2177,0,0.249593936,0.308288611,0.450617284,0.783657307,0,0.783657307,20.01095842,3,5,8,0,0,8,0.00678733,0.005475361,0.011082138,0,0,0.011082138,0,0,0,0,0,0,0.128857607,0.157423971,0.238425926,0,0,0.238425926,119,9,0,0.195652174,0,,,,,,,,,
Wendell Smallwood,West Virginia,5.643243243,0.75152877,RB,153,0,22.61095842,1994.054795,70,208,4.47,33.5,14,120,6.83,4.28,104.1989249,29.84163265,0,2006,2006,2006,2006,5,4,6,0,0,6,39,148,238,0,0,238,0.092857143,0.264758497,0.388254486,0,0,0.388254486,0.055555556,0.111111111,0.36,0,0,0.36,221,722,1519,0,0,0.115044248,0.287534847,0.509218907,0,0,0.509218907,20.61095842,12,10,6,0,0,12,0.043810156,0.085902503,0.051397366,0,0,0.085902503,0,0,0,0,0,0,0.09187923,0.2086818,0.281428093,0,0,0.281428093,541,30,0,1.25,0,,,,,,,,,
Bishop Sankey,Washington,5.289655172,0.723427362,RB,54,0,21.96164342,1992.70411,69,209,4.49,35.5,26,126,6.75,4,102.8468318,30.8605335,0,2006,2006,2006,2006,6,5,5,0,0,6,28,289,327,0,0,327,0.033939394,0.407042254,0.393028846,0,0,0.407042254,0.03125,0.64,0.444444444,0,0,0.64,187,1439,1870,0,0,0.054487179,0.56167057,0.462871287,0,0,0.56167057,19.96164342,2,7,10,0,0,10,0.00195122,0.038408144,0.038657172,0,0,0.038657172,0,0,0.016666667,0,0,0.016666667,0.029283217,0.329430133,0.269059406,0,0,0.329430133,134,7,0,0.0546875,0,,,,,,,,,
Wayne Gallman,Clemson,5.2,0.716003344,RB,140,0,22.91780842,1994.747945,73,215,4.6,29.5,21,120,7.17,4.28,96.03667797,28.36273222,0,2006,2006,2006,2006,4,5,4,0,0,5,161,283,232,0,0,283,0.306666667,0.426847662,0.391891892,0,0,0.426847662,0.2,0.382352941,0.566666667,0,0,0.566666667,769,1527,1133,0,0,0.39035533,0.446230275,0.4417154,0,0,0.446230275,19.91780842,4,10,7,0,0,10,0.032757052,0.051189618,0.03127572,0,0,0.051189618,0.045454545,0.029411765,0,0,0,0.045454545,0.222588832,0.254237288,0.250487329,0,0,0.254237288,0,0,0,0,0,,,,,,,,,
C.J. Prosise,Notre Dame,5.18125,0.714434548,RB,90,0,22.28493142,1994.380822,73,220,4.48,35.5,NA,121,7.19,4.42,109.2296697,29.02233064,0,2006,2006,2006,2006,12,6,0,0,0,12,10,156,0,0,0,156,0.021052632,0.332622601,0,0,0,0.332622601,0.041666667,0.379310345,0,0,0,0.379310345,126,1032,0,0,0,0.059546314,0.377192982,0,0,0,0.377192982,21.28493142,10,17,11,0,0,17,0.022215366,0.161502347,0.10078534,0,0,0.161502347,0,0.071428571,0.041666667,0,0,0.071428571,0.017569546,0.151701323,0.244883041,0,0,0.244883041,0,0,0,0,0,,,,,,,,,
Bryce Brown,Kansas State,5.051282051,0.703401619,RB,229,0,21.30136942,1991.364384,71.5,223,4.54,34,NA,117,7.04,4.2,104.9811793,31.41,0,2006,2006,2006,2006,5,0,0,0,0,5,3,0,0,0,0,3,0.005067568,0,0,0,0,0.005067568,0,0,0,0,0,0,16,0,0,0,0,0.006514658,0,0,0,0,0.006514658,0,3,0,0,0,0,3,0.001525165,0,0,0,0,0.001525165,0,0,0,0,0,0,0.003868078,0,0,0,0,0.003868078,0,0,0,0,0,,,,,,,,,
Kendall Hunter,Oklahoma State,4.930232558,0.692867405,RB,115,0,22.95890442,1988.706849,67,199,4.46,35,24,122,6.74,4.21,100.5874127,31.16440187,0,2007,2007,2008,2008,6,6,4,5,0,6,107,241,89,271,0,271,0.184801382,0.420593368,0.164206642,0.618721461,0,0.618721461,0.133333333,0.421052632,0.045454545,0.615384615,0,0.615384615,696,1555,382,1548,0,0.217364147,0.477873387,0.15465587,0.648241206,0,0.648241206,19.95890442,13,9,7,5,0,13,0.046678024,0.0670959,0.036888889,0.024139579,0,0.0670959,0.04,0.041666667,0,0,0,0.041666667,0.130074953,0.269360787,0.094129555,0.345268007,0,0.345268007,87,5,0,0.098039216,0,,,,,,,,,
Joseph Randle,Oklahoma State,4.891428571,0.689435716,RB,151,0,21.67397242,1991.991781,73,204,4.63,35,NA,123,NA,NA,88.78430492,26.91161569,0,2006,2006,2006,2006,5,5,5,0,0,5,82,208,274,0,0,274,0.187214612,0.547368421,0.540433925,0,0,0.547368421,0.076923077,0.666666667,0.4,0,0,0.666666667,452,1216,1417,0,0,0.189279732,0.540684749,0.499823633,0,0,0.540684749,19.67397242,11,6,8,0,0,11,0.110679108,0.055776892,0.054754339,0,0,0.110679108,0.028571429,0.052631579,0,0,0,0.052631579,0.184045226,0.329479769,0.289417989,0,0,0.329479769,282,12,0,0.272727273,0.022222222,,,,,,,,,
Ryan Williams,Virginia Tech,4.76,0.677606953,RB,38,0,21.39726042,1990.268493,69,212,4.59,40,19,123,6.96,4.18,95.52457507,31.30350767,0,2008,2008,2009,2009,5,4,0,0,0,5,293,110,0,0,0,293,0.527927928,0.196428571,0,0,0,0.527927928,0.636363636,0.3,0,0,0,0.636363636,1655,477,0,0,0,0.597041847,0.16975089,0,0,0,0.597041847,19.39726042,11,10,0,0,0,11,0.081411126,0.039766509,0,0,0,0.081411126,0.076923077,0.043478261,0,0,0,0.076923077,0.330988456,0.104270463,0,0,0,0.330988456,0,0,0,0,0.02,,,,,,,,,
DeAndre Washington,Texas Tech,4.656410256,0.668051237,RB,143,0,23.52328742,1993.142466,68,204,4.49,34.5,24,116,7.03,4.2,100.3863813,31.53,0,2006,2006,2006,2006,4,4,5,6,0,6,77,107,188,233,0,233,0.198966408,0.26097561,0.543352601,0.510964912,0,0.543352601,0.15,0.210526316,0.25,0.411764706,0,0.411764706,366,450,1103,1492,0,0.241743725,0.278121137,0.593968767,0.590891089,0,0.593968767,20.52328742,5,7,10,9,0,10,0.027006938,0.055601488,0.084210526,0.0826003,0,0.084210526,0,0,0.052631579,0.054054054,0,0.054054054,0.156869221,0.222187886,0.385298869,0.371683168,0,0.385298869,131,7,0,0.132075472,0.037037037,,,,,,,,,
Justin Jackson,Northwestern,4.615,0.664171705,RB,251,0,22.36164342,1996.30411,73,199,4.52,38.5,13,122,6.81,4.07,95.35189594,26.25201726,0,2006,2006,2006,2006,4,4,5,4,0,5,245,312,298,287,0,312,0.516877637,0.536082474,0.593625498,0.534450652,0,0.593625498,0.5,0.3125,0.681818182,0.366666667,0,0.681818182,1187,1418,1524,1311,0,0.664985994,0.559589582,0.752592593,0.576010545,0,0.752592593,18.36164342,9,7,6,6,0,9,0.083854819,0.098840757,0.073811931,0.099855282,0,0.099855282,0.111111111,0,0,0,0,0.111111111,0.388795518,0.311760063,0.43037037,0.348637961,0,0.43037037,0,0,0,0,0,,,,,,,,,
Bernard Pierce,Temple,4.595555556,0.662338021,RB,84,0,21.31232842,1991.353425,73,218,4.45,36.5,17,123,7.07,4.28,111.1850627,28.75849127,0,2006,2006,2006,2006,5,4,5,0,0,5,236,154,249,0,0,249,0.441121495,0.365795724,0.430051813,0,0,0.441121495,0.551724138,0.5,0.685714286,0,0,0.685714286,1361,728,1292,0,0,0.515530303,0.396730245,0.404761905,0,0,0.515530303,18.31232842,4,10,17,0,0,17,0.020911528,0.04090268,0.035064059,0,0,0.04090268,0,0.071428571,0,0,0,0.071428571,0.265151515,0.222070845,0.210526316,0,0,0.265151515,23,1,0,0.019230769,0,,,,,,,,,
David Wilson,Virginia Tech,4.314285714,0.634908903,RB,32,0,21.21369842,1991.452055,70,206,4.38,41,NA,132,7.09,4.12,111.9439879,29.55469388,0,2006,2006,2006,2006,5,5,5,0,0,5,59,113,290,0,0,290,0.106306306,0.201785714,0.506993007,0,0,0.506993007,0.121212121,0.166666667,0.346153846,0,0,0.346153846,334,619,1709,0,0,0.12049062,0.220284698,0.64710337,0,0,0.64710337,20.21369842,15,5,0,0,0,15,0.089449541,0.042476128,0,0,0,0.089449541,0.2,0.05,0,0,0,0.2,0.151779359,0.347974252,0,0,0,0.347974252,584,22,0,0.846153846,0,,,,,,,,,
Knile Davis,Arkansas,4.289130435,0.632369254,RB,96,0,21.90684942,1991.758904,71,227,4.37,33.5,31,121,6.96,4.38,124.4887497,31.65661575,0,2006,2006,2006,2006,4,6,3,0,0,6,33,204,112,0,0,204,0.040942928,0.246079614,0.124860647,0,0,0.246079614,0.090909091,0.288888889,0.046511628,0,0,0.288888889,163,1322,377,0,0,0.047591241,0.338800615,0.090407674,0,0,0.338800615,0,2,7,14,0,0,14,0.000649245,0.018748277,0.02292975,0,0,0.02292975,0,0.017241379,0.021276596,0,0,0.021276596,0.024379562,0.186827268,0.064028777,0,0,0.186827268,0,0,0,0,0,,,,,,,,,
Samaje Perine,Oklahoma,4.171428571,0.620284811,RB,114,0,21.95890442,1995.706849,71,233,4.65,33,30,116,7.26,4.37,99.67221397,32.49335449,0,2006,2006,2006,2006,6,6,5,0,0,6,263,226,196,0,0,263,0.25,0.223099704,0.184037559,0,0,0.25,0.362068966,0.280701754,0.193548387,0,0,0.362068966,1713,1349,1060,0,0,0.325975262,0.291234888,0.197761194,0,0,0.325975262,0,7,7,10,0,0,10,0.018973999,0.012603062,0.012831376,0,0,0.018973999,0,0.013888889,0.014084507,0,0,0.014084507,0.173263559,0.15716753,0.108768657,0,0,0.173263559,0,0,0,0,0,,,,,,,,,
Mike Davis,South Carolina,4.16,0.619093331,RB,126,0,22.53150642,1993.134247,69,217,4.61,34,17,116,7,4.18,96.09173346,32.04179794,0,2006,2006,2006,2006,5,5,4,0,0,5,52,203,199,0,0,203,0.106995885,0.388145315,0.420718816,0,0,0.420718816,0.105263158,0.407407407,0.391304348,0,0,0.407407407,275,1183,982,0,0,0.150437637,0.45308311,0.445149592,0,0,0.45308311,20.53150642,8,10,11,0,0,11,0.011437908,0.119362496,0.111752202,0,0,0.119362496,0,0,0.076923077,0,0,0.076923077,0.084792123,0.293948679,0.305983681,0,0,0.305983681,0,0,0,0,0,,,,,,,,,
Jordan Todman,Connecticut,3.944444444,0.595985844,RB,183,0,21.51780842,1990.147945,69,203,4.4,38,25,126,7.24,4.18,108.3216652,29.97458517,0,2006,2006,2007,2007,6,5,5,0,0,6,47,235,334,0,0,334,0.086397059,0.451055662,0.674747475,0,0,0.674747475,0.111111111,0.466666667,0.7,0,0,0.7,296,1188,1695,0,0,0.103279833,0.497487437,0.7427695,0,0,0.7427695,19.51780842,2,8,4,0,0,8,0.002207506,0.070342205,0.05026738,0,0,0.070342205,0,0,0,0,0,0,0.052337753,0.287479062,0.391980719,0,0,0.391980719,506,20,0,0.606060606,0,,,,,,,,,
Paul Perkins,UCLA,3.936,0.59505509,RB,149,0,21.79178042,1994.873973,70,208,4.54,32,19,124,NA,NA,97.91966504,29.84163265,0,2006,2006,2006,2006,4,6,5,0,0,6,134,250,237,0,0,250,0.243636364,0.460405157,0.53258427,0,0,0.53258427,0.166666667,0.346153846,0.538461538,0,0,0.538461538,573,1572,1343,0,0,0.217870722,0.567713976,0.569792109,0,0,0.569792109,19.79178042,12,7,8,0,0,12,0.099395567,0.063587472,0.068867388,0,0,0.099395567,0,0.090909091,0.045454545,0,0,0.090909091,0.165209125,0.320151679,0.336232499,0,0,0.336232499,0,0,0,0,0,,,,,,,,,
Robert Turbin,Utah State,3.885416667,0.589437599,RB,106,0,22.74794542,1989.917808,70,222,4.42,36,28,122,7.16,4.31,116.3305798,31.85020408,0,2006,2006,2006,2006,5,4,6,6,0,6,3,106,207,249,0,249,0.006396588,0.244239631,0.426804124,0.408866995,0,0.426804124,0,0.444444444,0.52,0.513513514,0,0.52,17,485,1296,1517,0,0.011265739,0.291116447,0.553373185,0.409889219,0,0.553373185,18.74794542,12,13,10,0,0,13,0.121615202,0.164372788,0.081467365,0,0,0.164372788,0.142857143,0.357142857,0.210526316,0,0,0.357142857,0.222388956,0.365926558,0.228046474,0,0,0.365926558,0,0,0,0,0,,,,,,,,,
Kerwynn Williams,Utah State,3.807692308,0.580661847,RB,230,0,22.22739742,1991.438356,68,195,4.48,35,17,118,7.15,4.15,96.81720726,29.64641003,0,2006,2006,2006,2006,5,6,6,0,0,6,81,81,218,0,0,218,0.156976744,0.133004926,0.472885033,0,0,0.472885033,0.166666667,0.081081081,0.5,0,0,0.5,451,542,1512,0,0,0.216514642,0.146446906,0.560622914,0,0,0.560622914,21.22739742,9,9,15,0,0,15,0.054080629,0.028545537,0.252170767,0,0,0.252170767,0,0,0.227272727,0,0,0.227272727,0.134661546,0.081734666,0.409529106,0,0,0.409529106,1444,53,98,5.888888889,0.37037037,,,,,,,,,
Jordan Wilkins,Ole Miss,3.80333333,0.580164389,RB,169,0,24.1,1994.5,72.64,216,4.57,36,16,117,NA,4.22,99.04189621,29.48,2007,2007,2008,2008,2009,6,5,6,0,0,6,52,72,155,0,0,155,0.11111111,0.15859031,0.41891892,0,0,0.41891892,0.04761905,0.13793103,0.47368421,0,0,0.47368421,361,379,1011,0,0,0.17524272,0.15526424,0.62100737,0,0,0.62100737,0,6,15,9,0,0,15,0.00174723,0.01753976,0.06513514,0,0,0.06513514,0,0,0.03703704,0,0,0.03703704,0.00145631,0.01536256,0.0740172,0,0,0.0740172,11,1,0,0.02941176,0,,,,,,,,,
Kalen Ballage,Arizona State,3.729166667,0.571611794,RB,131,0,22.69315042,1995.972603,73,228,4.46,33.5,15,122,6.91,4.35,115.2458798,30.07768812,0,2006,2006,2006,2006,3,5,4,4,0,5,42,125,126,157,0,157,0.084337349,0.236294896,0.265263158,0.277876106,0,0.277876106,0.15,0.210526316,0.518518519,0.222222222,0,0.518518519,126,653,536,669,0,0.056910569,0.279537671,0.334373051,0.287618229,0,0.334373051,20.69315042,10,5,10,4,0,10,0.018327606,0.015678077,0.177517033,0.028121137,0,0.177517033,0.03030303,0,0.066666667,0,0,0.066666667,0.042908762,0.152611301,0.313474735,0.163370593,0,0.313474735,437,21,0,1.166666667,0.045454545,,,,,,,,,
Storm Johnson,UCF,3.53333333,0.54818461,RB,222,0,22.5,1992.7,71.63,209,4.6,35.5,16,116,NA,NA,93.35658463,29.33,2007,2007,2008,2008,2009,4,5,0,0,0,5,113,213,0,0,0,213,0.21730769,0.46813187,0,0,0,0.46813187,0.12121212,0.5,0,0,0,0.5,507,1139,0,0,0,0.19827923,0.5375177,0,0,0,0.5375177,0,2,8,0,0,0,8,0.0063674,0.0764481,0,0,0,0.0764481,0,0.13043478,0,0,0,0.13043478,0.00391083,0.06134969,0,0,0,0.06134969,0,0,0,0,0,,,,,,,,,
Cameron Artis-Payne,Auburn,3.491304348,0.542987709,RB,174,0,25.19178042,1990.473973,70,212,4.53,36.5,NA,118,7.13,4.25,100.6869183,30.4155102,0,2006,2006,2006,2006,6,5,0,0,0,6,91,303,0,0,0,303,0.126917713,0.503322259,0,0,0,0.503322259,0.125,0.40625,0,0,0,0.40625,610,1608,0,0,0,0.131578947,0.482158921,0,0,0,0.482158921,24.19178042,4,11,0,0,0,11,0.00165426,0.051815298,0,0,0,0.051815298,0,0,0,0,0,0,0.06622088,0.263118441,0,0,0,0.263118441,0,0,0,0,0,,,,,,,,,
De'Anthony Thomas,Oregon,3.344117647,0.524281548,RB,124,0,21.65479442,1993.010959,69,174,4.39,32,8,124,6.94,4.23,93.69602422,25.69250158,0,2006,2006,2006,2006,10,7,6,0,0,10,55,92,96,0,0,96,0.058949625,0.0835604,0.105494505,0,0,0.105494505,0.12962963,0.148648649,0.140350877,0,0,0.148648649,595,701,594,0,0,0.109174312,0.115695659,0.117927338,0,0,0.117927338,0,13,9,11,0,0,13,0.101407979,0.069153069,0.029331108,0,0,0.101407979,0.195652174,0.087719298,0.014492754,0,0,0.195652174,0.110091743,0.094570061,0.083382966,0,0,0.110091743,983,36,222,0.461538462,0.684210526,,,,,,,,,
Brian Hill,Wyoming,3.175862069,0.501861632,RB,156,0,21.81095842,1995.854795,73,219,4.54,34,15,125,7.03,4.32,103.0981089,28.89041096,0,2006,2006,2006,2006,5,5,5,0,0,5,145,281,349,0,0,349,0.325112108,0.594080338,0.555732484,0,0,0.594080338,0.411764706,0.5,0.709677419,0,0,0.709677419,796,1631,1860,0,0,0.406537283,0.737008586,0.641158221,0,0,0.737008586,18.81095842,15,6,8,0,0,15,0.080632411,0.062411348,0.02133758,0,0,0.080632411,0,0,0,0,0,0,0.255362615,0.398328061,0.332126853,0,0,0.398328061,27,1,0,0.03030303,0,,,,,,,,,
Delone Carter,Syracuse,3.074074074,0.487714328,RB,119,0,24.19452042,1987.471233,69,222,4.54,37,27,120,6.92,4.07,104.5104117,32.78008822,0,2006,2007,2007,2007,4,6,4,5,0,6,156,23,236,231,0,236,0.371428571,0.058974359,0.570048309,0.52739726,0,0.570048309,0.5,0,0.733333333,0.642857143,0,0.733333333,713,137,1021,1233,0,0.488356164,0.074014046,0.645385588,0.649973643,0,0.649973643,19.19452042,5,10,5,0,0,10,0.025683975,0.050236153,0.019280206,0,0,0.050236153,0,0.066666667,0,0,0,0.066666667,0.259931507,0.359671302,0.336847654,0,0,0.359671302,0,0,0,0,0,,,,,,,,,
David Cobb,Minnesota,3.057142857,0.485315733,RB,138,0,22.24657542,1993.419178,71,229,4.81,38.5,17,121,7.01,4.55,85.56283631,31.93552866,0,2006,2006,2006,2006,5,8,5,5,0,8,10,1,237,315,0,315,0.021551724,0.001960784,0.412173913,0.531197302,0,0.531197302,0,0,0.304347826,0.40625,0,0.40625,57,8,1202,1629,0,0.029457364,0.003970223,0.469347911,0.575821845,0,0.575821845,20.24657542,3,10,10,0,0,10,0.001363636,0.099371788,0.096313912,0,0,0.099371788,0,0,0,0,0,0,0.002729529,0.268645061,0.316542948,0,0,0.316542948,0,0,0,0,0,,,,,,,,,
Evan Royster,Penn State,3.01875,0.479827148,RB,177,0,23.76438342,1987.90137,73,212,4.65,34,20,113,7.07,4.18,90.68888138,27.96697317,0,2006,2006,2007,2007,6,6,5,4,0,6,82,191,205,208,0,208,0.157389635,0.376725838,0.442764579,0.470588235,0,0.470588235,0.185185185,0.333333333,0.3,0.375,0,0.375,513,1236,1169,1014,0,0.201097609,0.456762749,0.527051398,0.537645811,0,0.537645811,20.76438342,6,9,11,8,0,11,0.006756757,0.051580699,0.064571823,0.072557471,0,0.072557471,0,0,0.086956522,0.055555556,0,0.086956522,0.104076833,0.257021434,0.305680794,0.322375398,0,0.322375398,0,0,8,0,0.22,,,,,,,,,
Alex Green,Hawai'i,2.96206897,0.471595167,RB,96,0,22.7,1988.5,72.25,225,4.45,34,20,114,6.91,NA,114.7552253,31.03,2007,2007,2008,2008,2009,5,8,0,0,0,8,86,146,0,0,0,146,0.29965157,0.49659864,0,0,0,0.49659864,0.16666667,0.72,0,0,0,0.72,453,1199,0,0,0,0.33357879,0.74058061,0,0,0,0.74058061,0,8,13,0,0,0,13,0.02288116,0.07036247,0,0,0,0.07036247,0.04166667,0.02439024,0,0,0,0.04166667,0.03608247,0.11210624,0,0,0,0.11210624,17,1,0,0.01492537,0,,,,,,,,,
Mike James,Miami,2.74105263,0.437917374,RB,189,0,21.720548,1991.27945,70,223,4.53,35,28,115,NA,4.62,105.9112395,31.9936735,2007,2007,2008,2008,2009,3,5,3,4,0,5,15,70,72,147,0,147,0.01882058,0.07709251,0.09399478,0.2082153,0,0.2082153,0.03333333,0.09090909,0.24137931,0.23076923,0,0.24137931,46,398,275,621,0,0.01563562,0.1024453,0.10318949,0.21935712,0,0.21935712,0,7,4,8,11,0,11,0.01595502,0.00848356,0.01270446,0.05070007,0,0.05070007,0,0.02564103,0.02272727,0.06521739,0,0.06521739,0.017845,0.00720721,0.01500938,0.06075592,0,0.06075592,404,19,0,0.17924528,0,,,,,,,,,
Mark Walton,Miami,2.5952381,0.414177208,RB,112,0,20.761644,1997.23836,70,202,4.6,31.5,18,118,NA,NA,90.22980907,28.9808163,2007,2007,2008,2008,2009,3,5,7,0,0,7,129,209,56,0,0,209,0.15486194,0.22742111,0.06526807,0,0,0.22742111,0.33333333,0.42424242,0.09677419,0,0,0.42424242,450,1117,428,0,0,0.13416816,0.27869261,0.10910018,0,0,0.27869261,0,13,8,13,0,0,13,0.05038693,0.03796267,0.01538462,0,0,0.05038693,0.02857143,0.01886792,0,0,0,0.02857143,0.04367919,0.02994012,0.01159827,0,0,0.04367919,300,19,0,0.27142857,0,,,,,,,,,
Christine Michael,Texas A&M,2.568181818,0.409625767,RB,62,0,22.81095842,1990.854795,70,220,4.54,43,27,125,6.69,4.02,103.5688765,31.56326531,0,2006,2006,2006,2006,5,5,6,4,0,6,166,126,149,88,0,166,0.313207547,0.250497018,0.29740519,0.168260038,0,0.313207547,0.4,0.210526316,0.275862069,0.260869565,0,0.4,844,631,899,417,0,0.345335516,0.288787185,0.343917368,0.131795196,0,0.345335516,0,4,13,4,6,0,13,0.018358832,0.05075846,0.009335823,0.011805214,0,0.05075846,0,0,0.035714286,0,0,0.035714286,0.186170213,0.184210526,0.178653405,0.073482933,0,0.186170213,201,9,0,0.142857143,0,,,,,,,,,
Ka'Deem Carey,Arizona,2.4,0.380211242,RB,117,0,21.83835642,1992.827397,69,207,4.69,32.5,19,115,7.08,4.38,85.56752497,30.56521739,0,2006,2006,2006,2006,4,6,5,0,0,6,91,303,349,0,0,349,0.122311828,0.268141593,0.283739837,0,0,0.283739837,0.157894737,0.383333333,0.263888889,0,0,0.383333333,425,1929,1885,0,0,0.142665324,0.339373681,0.301841473,0,0,0.339373681,0,13,8,6,0,0,13,0.024273586,0.04362851,0.028519618,0,0,0.04362851,0.037037037,0.016129032,0.023255814,0,0,0.037037037,0.105404498,0.196340605,0.164771817,0,0,0.196340605,549,26,0,0.257425743,0,,,,,,,,,
Dwayne Washington,Washington,2.396666667,0.379607636,RB,236,0,22.35616442,1994.309589,73,223,4.48,37.5,NA,127,6.85,4.22,110.7191652,30.13,0,2006,2006,2006,2006,7,5,6,0,0,7,47,132,47,0,0,132,0.056490385,0.158273381,0.062583222,0,0,0.158273381,0.088888889,0.321428571,0.114285714,0,0,0.321428571,332,697,282,0,0,0.082178218,0.20818399,0.082770766,0,0,0.20818399,0,5,6,12,0,0,12,0.00061252,0.010779436,0.040081435,0,0,0.040081435,0.016666667,0,0.054545455,0,0,0.054545455,0.041707921,0.117682198,0.087613736,0,0,0.117682198,22,2,0,0.028169014,0,,,,,,,,,
