Name,College,PPRPPG,logPPRPPG,Position,DraftSpot,top20,Age,Birthdate,HT,WT,40,VERT,Bench,Broad,3Cone,Shuttle,SpeedScore,BMI,Season1,Season2,Season3,Season4,Season5,YPC1,YPC2,YPC3,YPC4,YPC5,BestYPC,CAR1,CAR2,CAR3,CAR4,CAR5,BestCAR,RCMS1,RCMS2,RCMS3,RCMS4,RCMS5,BestRCMS,RTDMS1,RTDMS2,RTDMS3,RTDMS4,RTDMS5,BestRTDMS,RY1,RY2,RY3,RY4,RY5,RYMS1,RYMS2,RYMS3,RYMS4,RYMS5,BestRYMS,Breakout Age,YPrec1,YPrec2,YPrec3,YPrec4,YPrec5,BestYPrec,RecYDMS1,RecYDMS2,RecYDMS3,RecYDMS4,RecYDMS5,BestRecYDMS,RecTDMS1,RecTDMS2,RecTDMS3,RecTDMS4,RecTDMS5,BestRecTDMS,DOM1,DOM2,DOM3,DOM4,DOM5,BestDOM,BKRY,BKRN,BPRY,BPRN,BKMS,"BPMS
Josh Robinson,Mississippi State,2.24,0.350248018,RB,205,0,23.02191742,1992.643836,68,217,4.7,32,21,113,7.24,4.58,88.94024015,32.99113322,0,2006,2006,2006,2006,6,5,6,0,0,6,55,78,190,0,0,190,0.13253012,0.150289017,0.335689046,0,0,0.335689046,0.055555556,0.103448276,0.379310345,0,0,0.379310345,335,459,1203,0,0,0.177813163,0.18455971,0.390204346,0,0,0.390204346,22.02191742,2,9,13,0,0,13,0.002594875,0.037544891,0.11283928,0,0,0.11283928,0,0,0.033333333,0,0,0.033333333,0.091029724,0.11540008,0.25510866,0,0,0.25510866,0,0,0,0,0,,,,,,,,,
Chris Rainey,Florida,2.233333333,0.348953548,RB,159,0,24.50136942,1988.164384,68,180,4.36,36.5,16,120,6.5,3.93,99.62229531,27.36591696,0,2006,2006,2006,2006,10,7,6,7,5,10,1,84,89,51,171,171,0.000426076,0.036238136,0.038611714,0.021537162,0.079981291,0.079981291,0,0.032258065,0.043478261,0.018018018,0.023529412,0.043478261,10,652,575,366,861,0.00098464,0.059251181,0.054861177,0.03456417,0.09645978,0.09645978,0,12,16,8,12,0,16,0.002553661,0.010616551,0.017335474,0.030099542,0,0.030099542,0,0.009708738,0.037974684,0.027777778,0,0.037974684,0.031306798,0.035111154,0.027481349,0.069572037,0,0.069572037,162,7,106,0.025925926,0.089473684,,,,,,,,,
Stepfan Taylor,Stanford,2.119565217,0.326246784,RB,140,0,22.23013742,1991.435616,69,214,4.76,30,17,110,7.13,4.5,83.37118188,31.59882378,0,2006,2006,2006,2006,5,5,5,4,0,5,56,223,242,322,0,322,0.10626186,0.425572519,0.475442043,0.608695652,0,0.608695652,0.052631579,0.441176471,0.3125,0.565217391,0,0.565217391,303,1137,1330,1530,0,0.106203996,0.405781585,0.483636364,0.612244898,0,0.612244898,19.23013742,14,9,7,7,0,14,0.016044776,0.085751128,0.052891601,0.114069952,0,0.114069952,0,0.032258065,0.055555556,0.117647059,0,0.117647059,0.060637925,0.250356888,0.274909091,0.363545418,0,0.363545418,17,1,0,0.023255814,0,,,,,,,,,
Marion Grice,Arizona State,2,0.301029996,RB,201,0,23.39452042,1991.271233,73,208,4.67,32,NA,115,7.06,4.41,87.46328974,27.43929443,0,2006,2006,2006,2006,6,5,0,0,0,6,103,191,0,0,0,191,0.175170068,0.322635135,0,0,0,0.322635135,0.407407407,0.388888889,0,0,0,0.407407407,679,996,0,0,0,0.250645995,0.360086768,0,0,0,0.360086768,21.39452042,10,8,0,0,0,10,0.144361413,0.133333333,0,0,0,0.144361413,0.32,0.272727273,0,0,0,0.32,0.203765227,0.259219089,0,0,0,0.259219089,507,21,0,0.875,0,,,,,,,,,
Johnathan Franklin,UCLA,1.972727273,0.295067049,RB,125,0,23.85753442,1989.808219,70,205,4.49,31.5,18,115,6.89,4.31,100.8784714,29.41122449,0,2006,2006,2006,2006,4,5,5,6,0,6,126,214,166,282,0,282,0.305825243,0.448637317,0.306839187,0.478777589,0,0.478777589,0.416666667,0.4,0.217391304,0.448275862,0,0.448275862,566,1127,976,1734,0,0.366343042,0.52885969,0.383949646,0.639616378,0,0.639616378,19.85753442,9,6,8,9,0,9,0.020077492,0.038650307,0.027387121,0.091918042,0,0.091918042,0,0,0.058823529,0.074074074,0,0.074074074,0.201618123,0.279211638,0.206530291,0.379380302,0,0.379380302,5,1,0,0.022222222,0,,,,,,,,,
Da'Rel Scott,Maryland,1.915,0.282168778,RB,221,0,23.26575342,1988.4,71,211,4.4,34,19,117,7.15,4.2,112.5904993,29.42531244,0,2006,2006,2006,2006,9,5,5,5,0,9,14,209,85,122,0,209,0.026871401,0.495260664,0.211442786,0.287735849,0,0.495260664,0,0.444444444,0.307692308,0.238095238,0,0.444444444,135,1133,425,708,0,0.072933549,0.53952381,0.32717475,0.3776,0,0.53952381,20.26575342,57,8,9,12,0,57,0.022033243,0.067965024,0.0459247,0.06486074,0,0.067965024,0.125,0,0,0.125,0,0.125,0.051863857,0.31047619,0.206312548,0.234133333,0,0.31047619,33,2,0,0.039215686,0,,,,,,,,,
Rex Burkhead,Nebraska,1.707692308,0.232409622,RB,190,0,23.16712342,1990.49863,70,214,4.73,39,21,125,6.85,4.09,85.50651497,30.70244898,0,2006,2006,2006,2006,4,5,4,6,0,6,81,172,284,98,0,284,0.161354582,0.276527331,0.478114478,0.150306748,0,0.478114478,0.15,0.21875,0.483870968,0.151515152,0,0.483870968,349,951,1357,675,0,0.163849765,0.27186964,0.471835883,0.189234651,0,0.471835883,21.16712342,6,9,8,8,0,9,0.037974684,0.075510204,0.091331269,0.032716927,0,0.091331269,0.066666667,0,0.181818182,0.090909091,0,0.181818182,0.103051643,0.157089766,0.266689847,0.107513317,0,0.266689847,15,1,73,0.03125,0.62962963,,,,,,,,,
Jamie Harper,Clemson,1.669565217,0.222603388,RB,130,0,21.97260242,1989.693151,71,233,4.53,36.5,24,120,7.16,4.39,110.6606224,32.49335449,0,2006,2006,2007,2007,3,5,3,0,0,5,34,80,197,0,0,197,0.080952381,0.166320166,0.440715884,0,0,0.440715884,0.045454545,0.166666667,0.368421053,0,0,0.368421053,133,418,760,0,0,0.079688436,0.171733772,0.41281912,0,0,0.41281912,20.97260242,5,4,8,0,0,8,0.007467994,0.018567639,0.143949618,0,0,0.143949618,0,0,0.214285714,0,0,0.214285714,0.04613541,0.095932621,0.293318848,0,0,0.293318848,34,4,3,0.095238095,0.020408163,,,,,,,,,
John Kelly,Tennessee,1.625,0.210853365,RB,176,0,21.90958942,1996.756164,70,216,4.64,35,15,120,7.13,4.51,93.19912277,30.98938776,0,2006,2006,2006,2006,4,6,4,0,0,6,40,98,189,0,0,189,0.036133695,0.104925054,0.225,0,0,0.225,0.018181818,0.087719298,0.310344828,0,0,0.310344828,165,630,778,0,0,0.033769955,0.119227858,0.231478727,0,0,0.231478727,0,8,8,0,0,0,8,0.006994925,0.059196199,0,0,0,0.059196199,0,0,0,0,0,0,0.064439818,0.160220173,0,0,0,0.160220173,0,1,0,0.013513514,0,,,,,,,,,
Baron Batch,Texas Tech,1.5,0.176091259,RB,232,0,23.69589042,1987.969863,69,207,4.56,39,NA,126,7.03,4.32,95.75048236,30.74,0,2006,2006,2006,2006,4,6,5,4,0,6,9,113,168,177,0,177,0.04109589,0.357594937,0.536741214,0.416470588,0,0.536741214,0.076923077,0.25,0.583333333,0.294117647,0,0.583333333,43,758,884,816,0,0.038738739,0.489347966,0.645255474,0.432432432,0,0.645255474,20.69589042,6,10,6,7,0,10,0.008604407,0.09122308,0.085257932,0.057653061,0,0.09122308,0,0.02173913,0.027027027,0.083333333,0,0.083333333,0.037837838,0.389606198,0.466788321,0.276099629,0,0.466788321,0,0,0,0,0,,,,,,,,,
Dion Lewis,Pittsburgh,1.341666667,0.12764463,RB,149,0,20.92876742,1990.736986,67,193,4.56,34.5,17,112,6.9,4.18,89.27460432,30.22477166,0,2006,2006,2007,2007,5,4,0,0,0,5,325,219,0,0,0,325,0.697424893,0.468950749,0,0,0,0.697424893,0.68,0.541666667,0,0,0,0.68,1799,1061,0,0,0,0.738202708,0.481397459,0,0,0,0.738202708,18.92876742,7,8,0,0,0,8,0.073885848,0.09,0,0,0,0.09,0.045454545,0,0,0,0,0.045454545,0.407878539,0.289700544,0,0,0,0.407878539,0,0,0,0,0,,,,,,,,,
Kenjon Barner,Oregon,1.315789474,0.119186408,RB,182,0,24.34520542,1989.320548,69,196,4.52,35.5,20,122,6.87,4.2,93.91443018,28.94097879,0,2006,2006,2006,2006,6,6,6,6,0,6,61,91,152,278,0,278,0.062757202,0.091733871,0.162915327,0.252497729,0,0.252497729,0.046875,0.1,0.203703704,0.283783784,0,0.283783784,366,551,939,1767,0,0.072893846,0.105293331,0.172293578,0.291632283,0,0.291632283,0,7,9,10,12,0,12,0.005138746,0.021821461,0.028808517,0.038647343,0,0.038647343,0,0.041666667,0.057692308,0.033333333,0,0.057692308,0.039434376,0.064207911,0.103027523,0.16694174,0,0.16694174,1020,41,137,0.650793651,0.333333333,,,,,,,,,
Isaiah Pead,Cincinnati,1.156,0.062957834,RB,50,0,22.71506842,1989.950685,70,197,4.39,33,NA,116,6.95,4.32,106.0811309,28.26346939,0,2006,2006,2006,2006,6,6,6,5,0,6,30,121,157,237,0,237,0.067873303,0.34870317,0.394472362,0.482688391,0,0.482688391,0,0.391304348,0.4,0.428571429,0,0.428571429,194,806,1029,1259,0,0.113450292,0.437567861,0.540725171,0.538034188,0,0.540725171,19.71506842,5,10,7,8,0,10,0.003115265,0.052714398,0.064669843,0.134146341,0,0.134146341,0,0.054054054,0.038461538,0.176470588,0,0.176470588,0.05994152,0.273344191,0.320283762,0.337179487,0,0.337179487,0,0,74,0,0.27027027,,,,,,,,,
Jonathan Williams,Arkansas,0.964285714,-0.015794267,RB,156,0,22.57808242,1994.087671,71,220,4.56,NA,16,NA,6.97,4.29,101.7637977,30.68042055,0,2006,2006,2006,2006,5,6,5,0,0,6,45,150,211,0,0,211,0.050167224,0.145914397,0.187056738,0,0,0.187056738,0,0.088888889,0.179104478,0,0,0.179104478,231,900,1190,0,0,0.055395683,0.171526587,0.205137045,0,0,0.205137045,0,26,10,5,0,0,26,0.030606239,0.01658604,0.011278848,0,0,0.030606239,0.043478261,0.074074074,0.045454545,0,0,0.074074074,0.05263789,0.092624357,0.108171005,0,0,0.108171005,0,0,0,0,0,,,,,,,,,
Cyrus Gray,Texas A&M,0.894285714,-0.048523707,RB,182,0,22.78630142,1989.879452,70,206,4.4,32.5,21,114,7.17,4.28,109.922478,29.55469388,0,2006,2006,2006,2006,4,4,5,5,0,5,75,159,200,198,0,200,0.208333333,0.3,0.397614314,0.395209581,0,0.397614314,0.071428571,0.2,0.631578947,0.413793103,0,0.631578947,363,757,1133,1045,0,0.322094055,0.309738134,0.518535469,0.399770467,0,0.518535469,19.78630142,6,8,7,7,0,8,0.020208825,0.065793304,0.074903014,0.0674189,0,0.074903014,0,0.071428571,0.037037037,0.115384615,0,0.115384615,0.187666371,0.201104746,0.316704805,0.245600612,0,0.316704805,642,27,0,0.6,0,,,,,,,,,
Anthony Allen,Georgia Tech,0.766666667,-0.115393419,RB,225,0,23.07123242,1988.594521,73,228,4.56,41.5,24,120,6.79,4.06,105.4642994,30.07768812,0,2006,2006,2006,2006,9,5,0,0,0,9,64,240,0,0,0,240,0.082474227,0.32,0,0,0,0.32,0.127659574,0.225806452,0,0,0,0.225806452,618,1316,0,0,0,0.147388505,0.312440646,0,0,0,0.312440646,0,22,29,0,0,0,29,0.067388688,0.08773679,0,0,0,0.08773679,0.1,0.125,0,0,0,0.125,0.087049845,0.166666667,0,0,0,0.166666667,29,2,0,0.038461538,0,,,,,,,,,
T.J. Logan,North Carolina,0.690909091,-0.160579093,RB,179,0,22.99452042,1994.671233,69,196,4.37,33.5,17,121,6.61,4.27,107.4880834,28.94097879,0,2006,2006,2006,2006,5,4,6,5,0,6,93,119,66,120,0,120,0.19057377,0.243353783,0.127659574,0.29925187,0,0.29925187,0.210526316,0.115384615,0.125,0.333333333,0,0.333333333,533,582,400,650,0,0.266100849,0.281295312,0.126662445,0.33748702,0,0.33748702,21.99452042,12,5,13,8,0,13,0.035611717,0.041474654,0.042849035,0.068404822,0,0.068404822,0,0,0.033333333,0.111111111,0,0.111111111,0.164003994,0.175447076,0.087238759,0.232087227,0,0.232087227,690,21,0,1.75,0,,,,,,,,,
Dri Archer,Kent State,0.665,-0.177178355,RB,97,0,23.06035342,1991.6054,68,173,4.26,38,20,NA,6.86,4.06,105.060074,27.14,0,2006,2006,2006,2006,4,3,9,7,0,9,58,40,159,68,0,159,0.151041667,0.106382979,0.27943761,0.158878505,0,0.27943761,0.111111111,0.066666667,0.444444444,0.375,0,0.444444444,246,140,1429,527,0,0.168608636,0.100430416,0.4450327,0.238677536,0,0.4450327,21.06035342,12,4,14,13,0,14,0.099312124,0.032133676,0.327304551,0.1711146,0,0.327304551,0.230769231,0.1,0.4,0.4,0,0.4,0.163468129,0.077116212,0.309872314,0.193387681,0,0.309872314,591,22,12,0.846153846,0.186046512,,,,,,,,,
Daniel Lasco,California,0.63,-0.200659451,RB,237,0,23.89589042,1992.769863,73,209,4.46,41.5,23,135,7.22,4.26,105.6420565,27.57121411,0,2006,2006,2006,2006,18,4,5,5,0,18,6,67,210,65,0,210,0.013452915,0.15952381,0.482758621,0.149769585,0,0.482758621,0.055555556,0.2,0.545454545,0.1875,0,0.545454545,109,317,1115,331,0,0.049232159,0.203989704,0.600107643,0.162334478,0,0.600107643,21.89589042,7,10,6,0,0,10,0.02,0.093782929,0.004930156,0,0,0.093782929,0,0.057142857,0,0,0,0.057142857,0.127091377,0.395855759,0.087052477,0,0,0.395855759,42,3,0,0.056603774,0,,,,,,,,,
David Williams,Arkansas,0.6,-0.22184875,RB,226,0,24.20821942,1994.457534,72.13,224,4.5,30.5,NA,114,7.55,4.52,109.2516385,31,0,2006,2006,2006,2006,5,0,0,0,0,5,117,0,0,0,0,117,0.126486486,0,0,0,0,0.126486486,0.195121951,0,0,0,0,0.195121951,656,0,0,0,0,0.164287503,0,0,0,0,0.164287503,0,17,0,0,0,0,17,0.026677067,0,0,0,0,0.026677067,0.037037037,0,0,0,0,0.037037037,0.103556223,0,0,0,0,0.103556223,0,0,0,0,0,,,,,,,,,
Johnny White,North Carolina,0.415789474,-0.381126509,RB,133,0,23.57534242,1988.090411,70,209,4.5,32.5,NA,117,7.07,4.31,101.9356805,29.98510204,0,2006,2006,2007,2007,4,0,7,5,0,7,95,2,19,130,0,130,0.23989899,0.004555809,0.040685225,0.302325581,0,0.302325581,0,0,0.071428571,0.388888889,0,0.388888889,399,0,143,720,0,0.29753915,0,0.077759652,0.403135498,0,0.403135498,19.57534242,10,0,9,12,0,12,0.06223092,0,0.029891304,0.091603053,0,0.091603053,0,0,0.076923077,0,0,0.076923077,0.208053691,0.056824361,0.282194849,0,0,0.282194849,369,18,0,0.818181818,0,,,,,,,,,
Darius Jackson,Eastern Michigan,0.4,-0.397940009,RB,216,0,22.75068542,1993.915068,72,220,4.4,41,NA,133,6.87,4.29,117.3929376,30.56,0,2006,2006,2006,2006,4,4,5,5,0,5,3,49,44,208,0,208,0.006912442,0.111363636,0.110552764,0.501204819,0,0.501204819,0,0.153846154,0,0.7,0,0.7,12,201,222,1078,0,0.006085193,0.104307213,0.154166667,0.564397906,0,0.564397906,21.75068542,8,8,9,0,0,9,0.012316438,0.078848561,0.080755323,0,0,0.080755323,0,0.181818182,0.125,0,0,0.181818182,0.058899844,0.120833333,0.334816754,0,0,0.334816754,94,5,0,0.078125,0,,,,,,,,,
Marcus Murphy,Missouri,0.358823529,-0.445119087,RB,230,0,23.91232842,1991.753425,69,198,4.61,29,11,109,7.13,4.4,87.67817154,29.2362949,0,2006,2006,2006,2006,8,5,6,5,0,8,22,46,92,177,0,177,0.051643192,0.103370787,0.159722222,0.33908046,0,0.33908046,0.071428571,0.0625,0.257142857,0.235294118,0,0.257142857,181,251,601,924,0,0.087864078,0.148082596,0.179778642,0.366666667,0,0.366666667,22.91232842,2,2,7,7,0,7,0.001521144,0.008464794,0.022825773,0.086920869,0,0.086920869,0,0,0.033333333,0.041666667,0,0.041666667,0.045145631,0.080530973,0.101705055,0.225396825,0,0.225396825,599,27,374,9,13.5,,,,,,,,,
Matthew Dayes,NC State,0.35652174,-0.447913983,RB,252,0,22,1995.8,68.63,205,4.7,28,18,109,7.26,4.51,84.02188586,31.34,2007,2007,2008,2008,2009,4,5,6,4,0,6,63,104,134,249,0,249,0.12256809,0.20925553,0.2518797,0.49404762,0,0.49404762,0.28571429,0.30769231,0.33333333,0.43478261,0,0.43478261,252,573,865,1166,0,0.12383292,0.21404557,0.32666163,0.56601942,0,0.56601942,0,17,10,7,8,0,17,0.06364974,0.13770914,0.06690004,0.08568678,0,0.13770914,0.07692308,0.26315789,0,0,0,0.26315789,0.04250614,0.05995517,0.03247734,0.06480583,0,0.06480583,376,22,0,1.46666667,0,,,,,,,,,
Jeremy McNichols,Boise State,0.266666667,-0.574031267,RB,162,0,21.68219142,1995.983562,69,214,4.49,35.5,NA,121,6.93,4.28,105.3072823,31.59882378,0,2006,2006,2006,2006,9,5,5,0,0,9,17,240,314,0,0,314,0.028764805,0.445269017,0.636916836,0,0,0.636916836,0.025641026,0.555555556,0.793103448,0,0,0.793103448,159,1337,1709,0,0,0.052182475,0.515023112,0.74143167,0,0,0.74143167,19.68219142,10,9,12,0,0,12,0.041103156,0.128276631,0.139247944,0,0,0.139247944,0.038461538,0.333333333,0.166666667,0,0,0.333333333,0.051526091,0.346109399,0.473535792,0,0,0.473535792,393,20,0,0.465116279,0,,,,,,,,,
Allen Bradford,USC,0.108333333,-0.965237895,RB,187,0,23.00273942,1988.663014,71,242,4.53,29,28,113,6.97,4.39,114.9350671,33.74846261,0,2006,2006,2006,2007,3,1,4,5,7,7,13,15,14,115,110,115,0.031400966,0.029354207,0.028169014,0.269953052,0.23255814,0.269953052,0.055555556,0.043478261,0.037037037,0.333333333,0.25,0.333333333,42,24,57,668,794,0.024291498,0.008918618,0.02198226,0.299015219,0.319774466,0.319774466,0,11,7,11,2,24,24,0.009714454,0.007499185,0.013193403,0.000692521,0.024065041,0.024065041,0.034482759,0.068965517,0,0,0.037037037,0.068965517,0.021688837,0.008732813,0.019475511,0.149955237,0.174788562,0.174788562,0,0,0,0,0,,,,,,,,,
Marcus Lattimore,South Carolina,0,#NUM!,RB,131,0,21.84109542,1991.824658,71,221,4.65,NA,NA,NA,NA,NA,94.53888106,30.81987701,0,2006,2006,2006,2006,4,5,4,0,0,5,249,163,143,0,0,249,0.484435798,0.301851852,0.294238683,0,0,0.484435798,0.653846154,0.357142857,0.578947368,0,0,0.653846154,1197,818,662,0,0,0.539918809,0.323575949,0.36214442,0,0,0.539918809,18.84109542,14,9,6,0,0,14,0.140806562,0.083601286,0.059206023,0,0,0.140806562,0.095238095,0.055555556,0,0,0,0.095238095,0.362877763,0.19778481,0.228391685,0,0,0.362877763,0,0,0,0,0,,,,,,,,,
Jawan Jamison,Rutgers,0,#NUM!,RB,228,0,21.77260242,1991.893151,67,203,4.68,29,20,110,NA,NA,84.63356234,31.79082201,0,2006,2006,2006,2006,3,4,0,0,0,4,231,255,0,0,0,255,0.515625,0.607142857,0,0,0,0.607142857,0.642857143,0.666666667,0,0,0,0.666666667,897,1075,0,0,0,0.606081081,0.65309842,0,0,0,0.65309842,19.77260242,7,11,0,0,0,11,0.020169161,0.135259631,0,0,0,0.135259631,0,0.095238095,0,0,0,0.095238095,0.323986486,0.424665857,0,0,0,0.424665857,0,0,0,0,0,,,,,,,,,
Lache Seastrunk,Baylor,0,#NUM!,RB,186,0,23.09315042,1991.572603,69,201,4.51,41.5,15,134,6.81,4.36,97.16724417,29.67926906,0,2006,2006,2006,2006,7,7,0,0,0,7,131,158,0,0,0,158,0.222033898,0.257748777,0,0,0,0.257748777,0.184210526,0.234042553,0,0,0,0.234042553,1012,1177,0,0,0,0.334103665,0.34465593,0,0,0,0.34465593,0,11,0,0,0,0,11,0.024768519,0,0,0,0,0.024768519,0.03030303,0,0,0,0,0.03030303,0.184714427,0,0,0,0,0.184714427,13,1,0,0.020408163,0,,,,,,,,,
Tyler Gaffney,Stanford,0,#NUM!,RB,204,0,23.36712342,1991.29863,71,220,4.49,36.5,NA,116,6.78,4.18,108.2598229,30.68042055,0,2006,2006,2006,2006,4,4,6,5,0,6,22,60,74,330,0,330,0.041745731,0.114503817,0.145383104,0.574912892,0,0.574912892,0.026315789,0.117647059,0.21875,0.7,0,0.7,87,255,449,1709,0,0.030494217,0.091006424,0.163272727,0.584273504,0,0.584273504,22.36712342,19,20,6,5,0,20,0.014530551,0.018137848,0.022291196,0.03189911,0,0.03189911,0,0.066666667,0.027027027,0.05,0,0.066666667,0.022082019,0.05620985,0.096,0.306837607,0,0.306837607,22,1,0,0.023255814,0.051282051,,,,,,,,,
Kelvin Taylor,Florida,0,#NUM!,RB,211,0,22.92602742,1993.739726,70,207,4.6,32,15,113,7.23,4.56,92.46322019,29.69816327,0,2006,2006,2006,2006,4,4,4,0,0,4,111,116,259,0,0,259,0.049158547,0.052041274,0.10969928,0,0,0.10969928,0.046511628,0.070588235,0.125,0,0,0.125,508,565,1035,0,0,0.055555556,0.060401967,0.095913261,0,0,0.095913261,0,7,0,8,0,0,8,0.002952913,0,0.01068909,0,0,0.01068909,0,0,0,0,0,0,0.029800962,0.030200984,0.054906867,0,0,0.054906867,0,0,0,0,0,,,,,,,,,
Keith Marshall,Georgia,0,#NUM!,RB,242,0,22.53972642,1994.126027,71,219,4.31,30.5,25,NA,6.98,4.25,126.9302191,30.54096409,0,2006,2006,2006,2006,6,4,2,5,0,6,117,56,12,68,0,117,0.089041096,0.036387264,0.005067568,0.034,0,0.089041096,0.1,0.012345679,0,0.027777778,0,0.1,759,246,24,350,0,0.107935154,0.032997988,0.001716493,0.03185293,0,0.107935154,0,8,13,0,7,0,13,0.015914655,0.012751292,0,0.003104901,0,0.015914655,0.020833333,0.016666667,0,0.016949153,0,0.020833333,0.060437998,0.023943662,0.000858246,0.017200582,0,0.060437998,18,1,0,0.006993007,0,,,,,,,,,
Zac Brooks,Clemson,0,#NUM!,RB,247,0,23.58082142,1993.084932,72,200,4.54,36,NA,129,7.09,4.38,94.15352408,27.23,0,2006,2006,2006,2006,4,5,5,0,0,5,26,48,41,0,0,48,0.044827586,0.090225564,0.061840121,0,0,0.090225564,0,0.076923077,0.088235294,0,0,0.088235294,119,246,234,0,0,0.047467092,0.107376691,0.068381064,0,0,0.107376691,0,3,13,12,0,0,13,0.002157239,0.019543207,0.026519596,0,0,0.026519596,0,0.026315789,0.060606061,0,0,0.060606061,0.02552852,0.071802706,0.050701344,0,0,0.071802706,0,0,0,0,0,,,,,,,,,
Joe Williams,Utah,0,#NUM!,RB,121,0,23.99178042,1993.673973,71,210,4.41,35,14,125,7.19,4.19,111.0439578,29.28585598,0,2006,2006,2006,2006,4,5,6,0,0,6,104,34,210,0,0,210,0.100483092,0.033366045,0,0,0,0.100483092,0.065217391,0.019230769,0,0,0,0.065217391,477,1407,179,0,0,0.104422067,0.278283228,0,0,0,0.278283228,0,7,11,0,0,0,11,0.017021277,0.020640432,0,0,0,0.020640432,0,0,0,0,0,0,0.061405429,0.149723101,0,0,0,0.149723101,0,0,0,0,0,,,,,,,,,
Donnel Pumphrey,San Diego State,0,#NUM!,RB,132,0,22.73698642,1994.928767,68,176,4.48,33.5,5,117,NA,NA,87.38373578,26.75778547,0,2006,2006,2006,2006,6,6,5,6,0,6,125,276,309,349,0,349,0.249500998,0.544378698,0.466767372,0.548742138,0,0.548742138,0.266666667,0.769230769,0.53125,0.5,0,0.769230769,752,1867,1653,2133,0,0.325682113,0.637854458,0.496545509,0.569711538,0,0.637854458,18.73698642,10,7,14,8,0,14,0.074903969,0.074108384,0.264631043,0.12890625,0,0.264631043,0.117647059,0,0.214285714,0,0,0.214285714,0.213512343,0.346258968,0.31075398,0.315705128,0,0.346258968,63,4,0,0.076923077,0,,,,,,,,,
Elijah Hood,North Carolina,0,#NUM!,RB,242,0,21.36164342,1996.30411,73,232,4.57,31.5,18,113,7.12,7.12,106.378333,30.60536686,0,2006,2006,2006,2006,3,6,5,0,0,6,67,219,145,0,0,219,0.137014315,0.423597679,0.36159601,0,0,0.423597679,0.153846154,0.425,0.380952381,0,0,0.425,259,1463,858,0,0,0.125181247,0.463267891,0.445482866,0,0,0.463267891,19.36164342,0,5,5,0,0,5,0,0.019700333,0.038702644,0,0,0.038702644,0,0,0,0,0,0,0.062590623,0.242875237,0.2596054,0,0,0.2596054,0,0,0,0,0,,,,,,,,,
Kenny Hilliard,LSU,0,#NUM!,RB,235,0,24.3,1991.8,73,226,4.83,27,NA,111,7.17,4.4,83.05196491,29.8138488,2007,2007,2008,2008,2009,5,5,4,5,0,5,62,82,68,90,0,90,0.10726644,0.15769231,0.13492063,0.14802632,0,0.15769231,0.22857143,0.20689655,0.18918919,0.24,0,0.24,336,464,310,447,0,0.11570248,0.18687072,0.11075384,0.15015116,0,0.18687072,0,4,7,0,8,0,8,0.00611765,0.00811437,0,0.01680269,0,0.01680269,0.05,0,0,0,0,0.05,0.00223829,0.00422876,0.0058784,0,0,0.0058784,0,0,0,0,0,,,,,,,,,